읍면동별 세대원수별 세대수,,,,,,,,,,,,,,
2016년 12월,,,,,,,,,,,,,,
행정기관코드,시도,시군구,읍면동,전체세대,1인세대,2인세대,3인세대,4인세대,5인세대,6인세대,7인세대,8인세대,9인세대,10인세대이상
4167034000,경기도,여주시,능서면,2966,1263,743,393,335,152,55,16,4,3,2
4167035000,경기도,여주시,대신면,3631,1628,999,483,321,129,52,13,5,1,0
4167036000,경기도,여주시,북내면,2336,942,656,307,264,98,47,11,5,2,4
4167037000,경기도,여주시,강천면,1824,849,447,258,157,60,31,12,7,0,3
4167038000,경기도,여주시,산북면,1176,462,341,186,106,46,21,11,2,1,0
4167051000,경기도,여주시,여흥동,9190,3390,2101,1569,1447,480,139,48,11,2,3
4167052000,경기도,여주시,중앙동,7792,2599,1530,1394,1576,518,136,26,11,1,1
4167053000,경기도,여주시,오학동,5825,1741,1346,1148,1139,333,90,21,5,1,1
4180000000,경기도,연천군,,21656,9884,5111,2897,2337,1025,285,77,25,9,6
4180025000,경기도,연천군,연천읍,3909,1845,841,514,448,197,47,12,2,2,1
4180025300,경기도,연천군,전곡읍,8608,3382,1912,1335,1298,525,118,27,7,1,3
4180031000,경기도,연천군,군남면,1773,843,455,230,129,70,25,15,3,2,1
4180032000,경기도,연천군,청산면,2322,1302,528,248,142,69,25,3,4,1,0
4180033000,경기도,연천군,백학면,1344,598,357,185,103,59,28,10,4,0,0
4180034000,경기도,연천군,미산면,879,397,274,108,54,27,13,2,4,0,0
4180035000,경기도,연천군,왕징면,568,263,179,67,36,15,4,0,1,2,1
4180036000,경기도,연천군,신서면,1801,1058,431,156,95,38,18,5,0,0,0
4180037000,경기도,연천군,중면,121,74,21,6,13,6,0,1,0,0,0
4180038000,경기도,연천군,장남면,331,122,113,48,19,19,7,2,0,1,0
4182000000,경기도,가평군,,29212,13273,7092,3997,3215,1132,359,100,25,3,16
4182025000,경기도,가평군,가평읍,8901,3715,2075,1358,1168,430,130,20,3,1,1
4182031000,경기도,가평군,설악면,4433,2121,1122,553,382,153,63,29,6,1,3
4182032500,경기도,가평군,청평면,7043,3260,1689,993,768,257,58,11,7,0,0
4182033000,경기도,가평군,상면,2758,1374,726,325,207,73,33,17,1,0,2
4182034500,경기도,가평군,조종면,3961,1690,944,561,515,168,50,17,5,1,10
4182035000,경기도,가평군,북면,2116,1113,536,207,175,51,25,6,3,0,0
4183000000,경기도,양평군,,50544,21088,12778,7190,6147,2353,710,192,47,19,20
4183025000,경기도,양평군,양평읍,12792,4769,2780,2097,2115,759,195,56,14,5,2
4183031000,경기도,양평군,강상면,3586,1304,917,591,513,188,56,10,2,4,1
4183032000,경기도,양평군,강하면,2218,1029,627,274,185,58,30,11,3,1,0
4183033000,경기도,양평군,양서면,5456,2166,1448,824,675,253,65,18,4,1,2
4183034000,경기도,양평군,옥천면,3498,1594,866,446,369,159,46,15,1,2,0
4183035000,경기도,양평군,서종면,4213,1965,1050,508,448,170,57,9,3,2,1
4183036000,경기도,양평군,단월면,1808,853,507,233,122,53,23,10,3,0,4
4183037000,경기도,양평군,청운면,1936,938,582,209,127,50,22,5,0,0,3
4183038000,경기도,양평군,양동면,2237,1031,664,269,150,75,26,14,2,2,4
4183039500,경기도,양평군,지평면,3351,1564,954,394,272,120,34,7,5,0,1
4183040000,경기도,양평군,용문면,7070,2832,1713,1030,960,362,133,27,9,2,2
4183041000,경기도,양평군,개군면,2379,1043,670,315,211,106,23,10,1,0,0
4200000000,강원도,,,692254,279691,162789,111761,96732,30643,7825,2056,481,152,124
4211000000,강원도,춘천시,,117014,41284,26746,21160,19614,6217,1461,386,96,32,18
4211025000,강원도,춘천시,신북읍,3459,1277,976,530,410,167,70,16,6,3,4
4211031000,강원도,춘천시,동면,7162,1841,1616,1446,1569,535,112,28,11,3,1
4211032000,강원도,춘천시,동산면,725,316,197,119,50,31,10,2,0,0,0
4211033000,강원도,춘천시,신동면,1057,386,277,153,134,66,30,11,0,0,0
4211034000,강원도,춘천시,남면,623,331,183,62,22,16,6,2,0,1,0
4211035000,강원도,춘천시,서면,1978,892,553,261,158,73,27,9,1,3,1
4211036000,강원도,춘천시,사북면,1404,760,352,131,94,47,12,5,1,0,2
4211038000,강원도,춘천시,북산면,584,340,168,42,21,9,4,0,0,0,0
4211039000,강원도,춘천시,동내면,6631,2076,1539,1243,1233,405,93,33,8,0,1
4211040000,강원도,춘천시,남산면,1937,934,513,252,145,64,21,7,1,0,0
4211052000,강원도,춘천시,교동,2182,1277,439,251,148,48,10,5,4,0,0
4211053000,강원도,춘천시,조운동,1759,928,376,235,138,66,12,3,0,0,1
4211054500,강원도,춘천시,약사명동,1762,780,439,275,176,69,19,4,0,0,0
4211057000,강원도,춘천시,근화동,3418,1369,855,600,417,129,33,10,4,1,0
4211058000,강원도,춘천시,소양동,4790,1828,1028,863,787,222,50,7,3,2,0
4211060000,강원도,춘천시,후평1동,6083,2686,1383,1000,725,212,62,14,1,0,0
4211061000,강원도,춘천시,후평2동,5208,1509,1248,1123,911,324,71,19,1,2,0
4211061100,강원도,춘천시,후평3동,7800,2452,1930,1521,1362,416,96,14,7,1,1
4211062000,강원도,춘천시,효자1동,2161,737,477,424,398,95,20,4,6,0,0
4211063000,강원도,춘천시,효자2동,6630,3768,1393,749,473,184,46,12,4,0,1
4211064000,강원도,춘천시,효자3동,2623,1437,507,321,248,73,25,10,2,0,0
4211065000,강원도,춘천시,석사동,15224,4772,3096,2867,3213,984,215,60,10,4,3
4211066000,강원도,춘천시,퇴계동,16940,4544,3712,3597,3787,1016,221,49,12,2,0
4211067500,강원도,춘천시,강남동,7180,2091,1789,1501,1309,383,79,18,5,4,1
4211070500,강원도,춘천시,신사우동,7694,1953,1700,1594,1686,583,117,44,9,6,2
4213000000,강원도,원주시,,142136,51350,31576,25552,24754,6833,1579,364,75,25,28
4213025000,강원도,원주시,문막읍,8244,3172,2014,1302,1274,375,77,21,8,1,0
4213031000,강원도,원주시,소초면,4357,1742,1160,662,505,205,63,13,4,2,1
4213032000,강원도,원주시,호저면,1946,828,565,267,169,83,19,10,3,0,2
4213033000,강원도,원주시,지정면,1430,623,398,201,130,50,17,8,1,0,2
4213035000,강원도,원주시,부론면,1265,586,378,166,86,32,11,5,1,0,0
4213036000,강원도,원주시,귀래면,1078,485,322,137,81,36,9,7,1,0,0
4213037000,강원도,원주시,흥업면,4851,2685,937,587,440,135,49,16,2,0,0
4213038000,강원도,원주시,판부면,3364,1718,637,421,391,141,40,14,0,0,2
4213039000,강원도,원주시,신림면,1979,913,598,245,137,56,22,6,2,0,0
4213051500,강원도,원주시,중앙동,1843,1150,342,180,116,36,13,4,2,0,0
4213052000,강원도,원주시,원인동,2878,1169,705,492,360,119,26,4,3,0,0
4213053000,강원도,원주시,개운동,5670,1704,1368,1123,1074,297,81,16,3,3,1
4213054100,강원도,원주시,명륜1동,4084,1269,940,816,790,200,53,13,3,0,0
4213054200,강원도,원주시,명륜2동,7814,3163,1640,1280,1276,358,74,15,4,3,1
4213055000,강원도,원주시,단구동,18239,5848,3604,3671,3892,993,190,32,6,1,2
4213056000,강원도,원주시,일산동,4209,1966,934,576,496,171,50,11,2,2,1
4213057500,강원도,원주시,학성동,2665,1159,634,412,333,92,23,11,1,0,0
4213059000,강원도,원주시,단계동,9821,3147,2301,1976,1802,448,111,25,5,2,4
4213060000,강원도,원주시,우산동,6607,2612,1413,1141,1075,285,68,11,1,1,0
4213061000,강원도,원주시,태장1동,4002,1157,886,802,838,255,49,13,0,1,1
4213062000,강원도,원주시,태장2동,10401,3463,2455,1906,1914,533,105,17,4,2,2
4213063500,강원도,원주시,봉산동,4149,1581,1001,734,565,193,58,12,4,0,1
4213065000,강원도,원주시,행구동,2947,690,668,645,637,217,61,17,4,5,3
4213066000,강원도,원주시,무실동,13899,4073,2958,2794,3157,742,141,29,4,0,1
4213067500,강원도,원주시,반곡관설동,14394,4447,2718,3016,3216,781,169,34,7,2,4
4215000000,강원도,강릉시,,94781,36760,22990,16145,13550,4002,1000,250,58,16,10
4215025000,강원도,강릉시,주문진읍,8975,4225,2438,1216,762,240,71,15,6,1,1
4215031000,강원도,강릉시,성산면,1620,690,471,212,174,54,13,5,1,0,0
4215032000,강원도,강릉시,왕산면,915,428,306,107,53,16,4,1,0,0,0
4215033000,강원도,강릉시,구정면,1758,678,474,288,194,83,28,12,0,1,0
4215034000,강원도,강릉시,강동면,2461,1191,612,328,192,102,23,9,2,1,1
4215035000,강원도,강릉시,옥계면,2024,918,583,257,165,75,23,2,0,0,1
4215036000,강원도,강릉시,사천면,2225,985,598,333,199,78,23,5,3,1,0
4215037000,강원도,강릉시,연곡면,3303,1363,908,497,375,123,28,7,1,1,0
4215051000,강원도,강릉시,홍제동,4528,1576,1027,862,796,197,52,12,4,1,1
4215052000,강원도,강릉시,중앙동,3116,1685,730,346,250,74,24,7,0,0,0
4215054000,강원도,강릉시,옥천동,2161,1186,505,253,157,47,9,4,0,0,0
4215055000,강원도,강릉시,교1동,11231,3435,2500,2272,2219,596,146,41,14,6,2
4215056000,강원도,강릉시,교2동,4001,1569,997,663,547,177,38,6,3,0,1
4215057100,강원도,강릉시,포남1동,5401,2137,1383,959,666,194,50,11,1,0,0
4215057200,강원도,강릉시,포남2동,6558,2401,1594,1261,965,251,61,21,4,0,0
4215058000,강원도,강릉시,초당동,2334,840,578,404,382,102,21,5,1,0,1
4215059000,강원도,강릉시,송정동,2844,805,716,624,519,148,26,5,1,0,0
4215060000,강원도,강릉시,내곡동,6537,2982,1309,1025,880,257,66,12,6,0,0
4215061500,강원도,강릉시,강남동,8443,2874,2212,1542,1269,393,113,35,4,1,0
4215064500,강원도,강릉시,성덕동,11568,3346,2419,2373,2534,714,145,28,6,2,1
4215066500,강원도,강릉시,경포동,2778,1446,630,323,252,81,36,7,1,1,1
4217000000,강원도,동해시,,40468,15005,9830,7019,6205,1860,425,98,19,5,2
4217051000,강원도,동해시,천곡동,12783,4099,2993,2422,2381,694,158,29,4,2,1
4217052000,강원도,동해시,송정동,2357,1174,513,339,227,83,16,5,0,0,0
4217053000,강원도,동해시,북삼동,8273,2424,1787,1647,1812,482,102,13,5,1,0
4217054000,강원도,동해시,부곡동,2846,1157,816,428,304,116,20,4,1,0,0
4217055000,강원도,동해시,동호동,2228,1048,560,324,209,62,11,12,1,0,1
4217057000,강원도,동해시,발한동,2282,1150,583,277,187,59,19,4,2,1,0
4217059000,강원도,동해시,묵호동,1964,903,595,260,148,42,12,2,2,0,0
4217060000,강원도,동해시,북평동,4117,1476,1042,769,589,181,41,18,0,1,0
4217063000,강원도,동해시,망상동,1979,840,522,319,181,83,22,9,3,0,0
4217065000,강원도,동해시,삼화동,1639,734,419,234,167,58,24,2,1,0,0
4219000000,강원도,태백시,,22265,9858,5446,3214,2574,813,263,69,16,8,4
4219051500,강원도,태백시,황지동,3056,1258,699,499,400,137,49,10,1,2,1
4219052500,강원도,태백시,황연동,2570,1302,613,306,205,92,38,10,3,0,1
4219053500,강원도,태백시,삼수동,3157,1442,767,435,342,112,37,15,4,2,1
4219054000,강원도,태백시,상장동,6592,2692,1386,1068,1036,301,82,20,5,1,1
4219058500,강원도,태백시,문곡소도동,1977,822,546,307,211,65,17,6,1,2,0
4219059500,강원도,태백시,장성동,1854,756,560,280,185,45,23,4,1,0,0
4219060500,강원도,태백시,구문소동,1654,826,488,179,116,33,9,2,0,1,0
4219061500,강원도,태백시,철암동,1405,760,387,140,79,28,8,2,1,0,0
4221000000,강원도,속초시,,37193,15204,8815,6186,5105,1458,314,89,14,8,0
4221051000,강원도,속초시,영랑동,2671,1360,607,368,221,88,18,6,3,0,0
4221052000,강원도,속초시,동명동,1936,1060,442,228,155,40,7,4,0,0,0
4221054000,강원도,속초시,금호동,3491,1605,862,538,333,108,31,11,2,1,0
4221056000,강원도,속초시,교동,4864,1970,1145,818,687,193,41,9,1,0,0
4221057000,강원도,속초시,노학동,9983,3827,2258,1810,1531,428,96,25,4,4,0
4221058000,강원도,속초시,조양동,10427,3377,2541,1977,1895,507,99,24,4,3,0
4221059000,강원도,속초시,청호동,2063,1134,505,234,135,45,6,4,0,0,0
4221060000,강원도,속초시,대포동,1758,871,455,213,148,49,16,6,0,0,0
4223000000,강원도,삼척시,,34147,16265,7929,4677,3618,1241,322,66,20,5,4
4223025000,강원도,삼척시,도계읍,7279,4576,1335,661,469,161,57,19,1,0,0
4223025300,강원도,삼척시,원덕읍,2171,1273,515,190,134,40,14,2,3,0,0
4223025400,강원도,삼척시,원덕읍임원출장소,1044,569,261,103,69,34,4,2,2,0,0
4223031000,강원도,삼척시,근덕면,3127,1693,841,318,168,74,24,7,1,0,1
4223032000,강원도,삼척시,하장면,690,316,194,110,40,23,5,1,1,0,0
4223033000,강원도,삼척시,노곡면,441,218,151,39,20,10,2,0,1,0,0
4223034000,강원도,삼척시,미로면,975,406,302,147,68,31,19,1,0,1,0
4223035000,강원도,삼척시,가곡면,441,239,134,45,15,8,0,0,0,0,0
4223036000,강원도,삼척시,신기면,385,198,111,48,19,4,4,1,0,0,0
4223051000,강원도,삼척시,남양동,4173,1768,1069,685,421,164,49,13,2,2,0
4223053000,강원도,삼척시,교동,4668,1683,905,861,870,279,56,8,4,1,1
4223054000,강원도,삼척시,정라동,4827,1962,1072,778,767,198,42,4,2,1,1
4223057000,강원도,삼척시,성내동,3926,1364,1039,692,558,215,46,8,3,0,1
4272000000,강원도,홍천군,,31851,12941,8363,4792,3754,1389,442,136,18,6,10
4272025000,강원도,홍천군,홍천읍,14812,5242,3398,2614,2448,829,210,58,8,1,4
4272031000,강원도,홍천군,화촌면,2369,1118,693,294,160,56,31,12,1,1,3
4272032000,강원도,홍천군,두촌면,1251,568,407,142,73,32,19,7,1,2,0
4272033000,강원도,홍천군,내촌면,1246,581,388,144,79,37,11,4,1,0,1
4272034000,강원도,홍천군,서석면,1825,765,539,236,152,73,41,18,1,0,0
4272035000,강원도,홍천군,동면,1745,674,579,258,137,67,24,6,0,0,0
4272036000,강원도,홍천군,남면,2986,1325,777,402,312,115,40,11,2,1,1
4272037000,강원도,홍천군,서면,2072,1075,583,239,107,47,17,4,0,0,0
4272038000,강원도,홍천군,북방면,1915,869,532,246,158,68,28,10,3,0,1
4272039000,강원도,홍천군,내면,1630,724,467,217,128,65,21,6,1,1,0
4273000000,강원도,횡성군,,21283,8946,5812,3022,2202,897,274,97,19,7,7
4273025000,강원도,횡성군,횡성읍,8648,3261,1942,1456,1288,491,151,46,9,2,2
4273031000,강원도,횡성군,우천면,2303,1055,684,272,173,91,16,9,1,1,1
4273032000,강원도,횡성군,안흥면,1342,597,431,153,98,38,15,5,1,2,2
4273033000,강원도,횡성군,둔내면,2737,1209,752,375,261,89,34,11,3,1,2
4273034000,강원도,횡성군,갑천면,1222,561,413,156,55,20,11,4,2,0,0
4273035000,강원도,횡성군,청일면,1260,591,406,135,69,39,12,7,1,0,0
4273036000,강원도,횡성군,공근면,1802,781,564,247,130,57,12,9,1,1,0
4273037000,강원도,횡성군,서원면,1093,490,327,134,83,38,16,5,0,0,0
4273038000,강원도,횡성군,강림면,876,401,293,94,45,34,7,1,1,0,0
4275000000,강원도,영월군,,20255,9808,5151,2571,1762,698,185,61,7,6,6
4275025000,강원도,영월군,영월읍,10162,4560,2320,1456,1221,447,118,30,4,4,2
4275025300,강원도,영월군,상동읍,716,421,197,67,19,8,1,2,0,1,0
4275031000,강원도,영월군,중동면,871,450,243,103,42,15,12,6,0,0,0
4275032500,강원도,영월군,김삿갓면,979,509,281,117,45,19,7,1,0,0,0
4275033000,강원도,영월군,북면,1279,655,368,140,65,35,8,6,0,0,2
4275034000,강원도,영월군,남면,1315,719,339,124,79,40,10,2,1,0,1
4275035500,강원도,영월군,한반도면,671,343,173,86,42,21,4,2,0,0,0
4275035900,강원도,영월군,한반도면쌍용출장,1055,542,301,122,57,28,4,1,0,0,0
4275036000,강원도,영월군,주천면,2097,1031,585,255,135,65,15,7,2,1,1
4275038000,강원도,영월군,무릉도원면,1110,578,344,101,57,20,6,4,0,0,0
4276000000,강원도,평창군,,20745,9256,5373,2824,2154,806,229,65,26,8,4
4276025000,강원도,평창군,평창읍,4008,1588,1049,614,510,176,54,10,3,3,1
4276031000,강원도,평창군,미탄면,901,435,257,109,61,27,7,4,1,0,0
4276032000,강원도,평창군,방림면,448,212,135,51,32,14,2,1,1,0,0
4276032500,강원도,평창군,방림면계촌출장소,862,413,274,87,62,18,5,2,0,0,1
4276033000,강원도,평창군,대화면,2726,1197,750,359,268,109,29,9,4,1,0
4276034000,강원도,평창군,봉평면,2742,1200,694,373,318,105,33,15,2,2,0
4276035000,강원도,평창군,용평면,1521,685,400,187,151,64,21,10,3,0,0
4276036000,강원도,평창군,진부면,4320,1778,1172,640,476,185,52,6,8,1,2
4276038000,강원도,평창군,대관령면,3217,1748,642,404,276,108,26,8,4,1,0
4277000000,강원도,정선군,,19571,9536,4864,2568,1675,645,210,59,7,5,2
4277025000,강원도,정선군,정선읍,5058,2085,1206,796,632,240,66,28,4,0,1
4277025300,강원도,정선군,고한읍,2886,1855,540,283,137,49,17,4,1,0,0
4277025600,강원도,정선군,사북읍,2586,1193,626,393,249,88,26,8,2,1,0
4277025900,강원도,정선군,신동읍,1000,479,273,135,83,21,7,1,0,1,0
4277026000,강원도,정선군,신동읍함백출장소,1021,563,262,86,72,25,10,2,0,1,0
4277032000,강원도,정선군,남면,1792,879,458,234,143,62,14,2,0,0,0
4277034000,강원도,정선군,북평면,1327,616,367,175,95,50,19,3,0,1,1
4277035000,강원도,정선군,임계면,1907,902,556,244,125,49,27,4,0,0,0
4277036000,강원도,정선군,화암면,881,441,246,87,58,32,13,3,0,1,0
4277037000,강원도,정선군,여량면,1113,523,330,135,81,29,11,4,0,0,0
4278000000,강원도,철원군,,21778,9569,4866,3108,2711,1075,324,87,29,4,5
4278025000,강원도,철원군,철원읍,2324,913,548,355,307,136,47,13,4,1,0
4278025300,강원도,철원군,김화읍,1858,887,378,263,216,76,26,8,4,0,0
4278025600,강원도,철원군,갈말읍,6011,2805,1249,820,719,299,83,26,5,2,3
4278025900,강원도,철원군,동송읍,7382,2969,1739,1124,1020,386,108,24,10,1,1
4278031000,강원도,철원군,서면,1242,770,209,115,96,38,8,3,2,0,1
4278031500,강원도,철원군,서면와수출장소,1785,699,427,280,240,93,32,11,3,0,0
4278032000,강원도,철원군,근남면,1124,515,286,143,111,47,19,2,1,0,0
4278033000,강원도,철원군,근북면,52,11,30,8,2,0,1,0,0,0,0
4279000000,강원도,화천군,,13207,7027,2516,1554,1374,519,155,40,14,3,5
4279025000,강원도,화천군,화천읍,4038,1811,793,538,582,220,66,20,7,1,0
4279031000,강원도,화천군,간동면,1522,844,346,145,121,46,16,3,1,0,0
4279032000,강원도,화천군,하남면,1289,558,327,190,128,50,27,5,3,0,1
4279033000,강원도,화천군,상서면,2892,1932,453,250,164,73,17,1,1,1,0
4279034000,강원도,화천군,사내면,3466,1882,597,431,379,130,29,11,2,1,4
4280000000,강원도,양구군,,11355,5562,2299,1483,1312,500,142,37,14,3,3
4280025000,강원도,양구군,양구읍,6560,2874,1254,994,982,340,88,18,6,1,3
4280031000,강원도,양구군,남면,1890,978,469,216,129,62,22,11,2,1,0
4280032000,강원도,양구군,동면,1302,803,230,120,92,37,12,5,3,0,0
4280033000,강원도,양구군,방산면,958,613,190,79,40,25,6,3,2,0,0
4280034000,강원도,양구군,해안면,645,294,156,74,69,36,14,0,1,1,0
4281000000,강원도,인제군,,15426,7182,3306,2114,1889,676,192,49,12,4,2
4281025000,강원도,인제군,인제읍,4014,1684,874,585,567,209,74,14,4,3,0
4281025100,강원도,인제군,인제읍귀둔출장소,247,100,63,44,23,11,5,1,0,0,0
4281031000,강원도,인제군,남면,2093,1055,415,272,223,90,27,8,1,1,1
4281032000,강원도,인제군,북면,4043,1823,864,578,530,187,43,14,4,0,0
4281033000,강원도,인제군,기린면,2520,1183,543,361,315,90,23,5,0,0,0
4281034000,강원도,인제군,서화면,1705,944,332,189,163,61,10,4,2,0,0
4281035000,강원도,인제군,상남면,804,393,215,85,68,28,10,3,1,0,1
4282000000,강원도,고성군,,15377,7955,3439,1929,1243,525,181,65,24,4,12
4282025000,강원도,고성군,간성읍,3612,1644,764,496,439,166,62,22,11,2,6
4282025300,강원도,고성군,거진읍,3724,1881,935,475,265,121,26,17,3,0,1
4282031000,강원도,고성군,현내면,1349,659,362,173,84,47,14,7,1,0,2
4282032000,강원도,고성군,죽왕면,2112,1060,489,288,163,72,27,9,2,1,1
4282033000,강원도,고성군,토성면,4580,2711,889,497,292,119,52,10,7,1,2
4283000000,강원도,양양군,,13402,6183,3468,1843,1236,489,127,38,13,3,2
4283025000,강원도,양양군,양양읍,5306,2219,1264,840,660,258,52,5,4,3,1
4283031000,강원도,양양군,서면,1573,755,408,195,120,62,19,10,4,0,0
4283032000,강원도,양양군,손양면,1222,561,347,168,89,34,15,6,1,0,1
4283033000,강원도,양양군,현북면,1471,738,404,174,116,27,11,1,0,0,0
4283034000,강원도,양양군,현남면,1725,898,482,186,99,42,12,5,1,0,0
4283035000,강원도,양양군,강현면,2105,1012,563,280,152,66,18,11,3,0,0
4300000000,충청북도,,,680960,256432,156307,114189,108950,34196,8129,1989,471,147,150
4311000000,충청북도,청주시,,341596,120176,69988,62116,65318,18846,3952,914,191,51,44
4311100000,충청북도,청주시 상당구,,70130,23395,15385,12912,13166,4045,917,226,56,18,10
4311131000,충청북도,청주시 상당구,낭성면,1181,521,350,162,92,41,12,2,1,0,0
4311132000,충청북도,청주시 상당구,미원면,2806,1328,868,340,147,85,26,6,2,0,4
4311133000,충청북도,청주시 상당구,가덕면,2084,889,592,317,187,62,29,4,2,1,1
4311134000,충청북도,청주시 상당구,남일면,3176,1068,849,551,448,188,50,15,4,3,0
4311135000,충청북도,청주시 상당구,문의면,2138,901,587,326,181,85,39,12,4,2,1
4311152500,충청북도,청주시 상당구,중앙동,3076,1387,706,439,370,138,24,12,0,0,0
4311154500,충청북도,청주시 상당구,성안동,3507,1972,748,416,237,91,31,8,3,1,0
4311162000,충청북도,청주시 상당구,탑대성동,4923,1879,1184,861,689,226,58,19,4,1,2
4311167000,충청북도,청주시 상당구,영운동,5105,1835,1232,958,761,235,67,16,0,1,0
4311168000,충청북도,청주시 상당구,금천동,12265,3206,2506,2476,2982,875,169,41,9,1,0
4311169000,충청북도,청주시 상당구,용담.명암.산성동,4062,871,819,845,1079,340,75,22,7,3,1
4311172000,충청북도,청주시 상당구,용암1동,16803,5144,3136,3266,3841,1110,235,51,15,4,1
4311173000,충청북도,청주시 상당구,용암2동,9004,2394,1808,1955,2152,569,102,18,5,1,0
4311200000,충청북도,청주시 서원구,,87531,29494,18173,16263,17351,4934,1008,241,41,15,11
4311231000,충청북도,청주시 서원구,남이면,3541,1416,887,548,461,145,59,20,1,1,3
4311232000,충청북도,청주시 서원구,현도면,1908,890,559,241,132,57,15,8,3,0,3
4311251000,충청북도,청주시 서원구,사직1동,4287,1752,1014,689,583,190,41,17,0,1,0
4311252000,충청북도,청주시 서원구,사직2동,5915,1459,1271,1336,1348,394,86,16,2,1,2
4311253000,충청북도,청주시 서원구,사창동,8026,3948,1615,1176,905,277,73,29,3,0,0
4311254000,충청북도,청주시 서원구,모충동,7949,3403,1777,1309,1051,316,72,16,1,3,1
4311255000,충청북도,청주시 서원구,산남동,10620,2775,1747,2112,2986,814,149,32,4,1,0
4311256000,충청북도,청주시 서원구,분평동,12084,2547,2230,2659,3565,910,146,21,5,1,0
4311257000,충청북도,청주시 서원구,수곡1동,7077,2841,1660,1207,930,328,84,22,4,1,0
4311258000,충청북도,청주시 서원구,수곡2동,6866,2750,1460,1176,1070,339,53,11,7,0,0
4311259000,충청북도,청주시 서원구,성화.개신.죽림동,19258,5713,3953,3810,4320,1164,230,49,11,6,2
4311300000,충청북도,청주시 흥덕구,,105126,38986,20393,18574,20045,5631,1179,248,50,10,10
4311325000,충청북도,청주시 흥덕구,오송읍,9542,3853,1917,1545,1642,464,90,26,4,1,0
4311331000,충청북도,청주시 흥덕구,강내면,4530,1698,978,747,749,248,84,24,1,1,0
4311332000,충청북도,청주시 흥덕구,옥산면,4725,1742,1150,815,713,239,43,17,5,0,1
4311370000,충청북도,청주시 흥덕구,운천.신봉동,8037,2642,1783,1495,1535,463,96,19,2,1,1
4311374100,충청북도,청주시 흥덕구,복대1동,20139,6194,3267,3933,5135,1322,237,36,9,3,3
4311374200,충청북도,청주시 흥덕구,복대2동,8575,4013,1770,1284,1073,318,86,21,7,1,2
4311374700,충청북도,청주시 흥덕구,가경동,18868,4501,3711,4113,4917,1332,242,39,11,2,0
4311375100,충청북도,청주시 흥덕구,봉명1동,6135,3166,1244,824,645,181,58,13,4,0,0
4311375600,충청북도,청주시 흥덕구,봉명2.송정동,11926,4959,2205,1980,2023,609,120,28,2,0,0
4311376000,충청북도,청주시 흥덕구,강서제1동,10189,4493,2021,1664,1477,403,102,22,4,1,2
4311377000,충청북도,청주시 흥덕구,강서제2동,2460,1725,347,174,136,52,21,3,1,0,1
4311400000,충청북도,청주시 청원구,,78809,28301,16037,14367,14756,4236,848,199,44,8,13
4311425000,충청북도,청주시 청원구,내수읍,8911,3090,2064,1589,1479,519,128,24,12,1,5
4311425300,충청북도,청주시 청원구,오창읍,24582,9188,4341,4480,5016,1283,201,52,11,6,4
4311431000,충청북도,청주시 청원구,북이면,2530,1182,695,333,195,83,31,8,2,0,1
4311451000,충청북도,청주시 청원구,우암동,6541,3277,1509,834,637,192,72,15,3,0,2
4311452000,충청북도,청주시 청원구,내덕1동,4558,1833,1097,789,584,185,56,12,2,0,0
4311453000,충청북도,청주시 청원구,내덕2동,5610,2202,1239,996,813,268,70,18,4,0,0
4311454000,충청북도,청주시 청원구,율량.사천동,19037,5639,3751,3861,4280,1228,210,57,9,1,1
4311455000,충청북도,청주시 청원구,오근장동,7040,1890,1341,1485,1752,478,80,13,1,0,0
4313000000,충청북도,충주시,,88900,32298,21708,15192,13829,4358,1132,270,70,21,22
4313025000,충청북도,충주시,주덕읍,2635,1126,739,389,234,94,38,8,2,2,3
4313031000,충청북도,충주시,살미면,1082,448,348,155,79,33,14,4,0,0,1
4313032500,충청북도,충주시,수안보면,1698,797,492,214,121,52,15,5,1,0,1
4313033500,충청북도,충주시,대소원면,3543,1984,757,413,264,88,22,8,5,1,1
4313035000,충청북도,충주시,신니면,1676,700,541,243,121,39,21,7,1,3,0
4313036000,충청북도,충주시,노은면,1247,558,395,147,87,35,20,2,1,1,1
4313037000,충청북도,충주시,앙성면,2220,1051,633,285,152,62,27,7,3,0,0
4313038500,충청북도,충주시,중앙탑면,1331,549,405,178,110,51,26,9,3,0,0
4313039000,충청북도,충주시,금가면,1752,609,435,299,262,103,33,8,2,1,0
4313040000,충청북도,충주시,동량면,1910,812,571,265,150,73,28,6,2,2,1
4313041000,충청북도,충주시,산척면,1248,527,407,163,79,52,14,4,1,0,1
4313042000,충청북도,충주시,엄정면,1682,689,537,232,125,65,21,11,2,0,0
4313043000,충청북도,충주시,소태면,970,394,346,112,65,34,14,2,3,0,0
4313051500,충청북도,충주시,성내.충인동,1666,848,363,218,155,55,16,10,1,0,0
4313053500,충청북도,충주시,교현.안림동,10185,3023,2371,1998,1952,641,154,31,12,2,1
4313054000,충청북도,충주시,교현2동,3887,1649,971,621,433,154,48,9,0,0,2
4313055000,충청북도,충주시,용산동,6182,1612,1343,1262,1445,407,90,18,3,1,1
4313056000,충청북도,충주시,지현동,2571,915,645,423,379,150,45,13,1,0,0
4313057100,충청북도,충주시,문화동,4882,1798,1305,816,664,204,64,24,6,1,0
4313058000,충청북도,충주시,호암.직동,3975,1192,817,776,839,280,50,11,3,2,5
