읍면동별 세대원수별 세대수,,,,,,,,,,,,,,
2016년 12월,,,,,,,,,,,,,,
행정기관코드,시도,시군구,읍면동,전체세대,1인세대,2인세대,3인세대,4인세대,5인세대,6인세대,7인세대,8인세대,9인세대,10인세대이상
2632054100,부산광역시,북구,화명제1동,14482,1616,2626,3727,5005,1223,227,46,10,1,1
2632054200,부산광역시,북구,화명제2동,6647,1661,1437,1507,1571,369,82,14,2,0,4
2632054300,부산광역시,북구,화명제3동,10609,1555,2070,2493,3465,831,145,34,10,4,2
2632055000,부산광역시,북구,덕천제1동,7417,3042,1878,1257,952,222,47,10,7,1,1
2632056000,부산광역시,북구,덕천제2동,6357,2790,1527,1038,772,181,39,8,1,0,1
2632056100,부산광역시,북구,덕천제3동,5636,2252,1379,1031,730,188,44,6,6,0,0
2632057100,부산광역시,북구,만덕제1동,3961,1064,1055,869,739,187,34,6,5,2,0
2632057200,부산광역시,북구,만덕제2동,11207,2382,2808,2612,2579,652,143,19,10,2,0
2632057300,부산광역시,북구,만덕제3동,7529,1342,1886,1962,1798,414,95,27,3,2,0
2635000000,부산광역시,해운대구,,165290,48784,36951,34949,33975,8318,1769,379,110,31,24
2635051000,부산광역시,해운대구,우제1동,9948,3931,2246,1781,1476,393,89,23,7,1,1
2635052000,부산광역시,해운대구,우제2동,10829,2370,2382,2636,2594,676,124,33,6,4,4
2635052500,부산광역시,해운대구,우제3동,10358,2171,2430,2463,2480,622,137,37,9,5,4
2635053000,부산광역시,해운대구,중제1동,9900,3515,2138,1915,1765,431,106,20,6,1,3
2635054000,부산광역시,해운대구,중제2동,6975,2605,1573,1401,1023,279,65,17,11,0,1
2635055100,부산광역시,해운대구,좌제1동,7514,2332,1348,1497,1842,391,80,15,4,3,2
2635055200,부산광역시,해운대구,좌제2동,13096,3804,2711,2841,2854,707,136,32,8,3,0
2635055300,부산광역시,해운대구,좌제3동,6347,1256,1451,1496,1628,401,87,18,8,2,0
2635055400,부산광역시,해운대구,좌제4동,8572,1488,1671,2141,2532,583,117,29,7,3,1
2635056000,부산광역시,해운대구,송정동,4623,1629,1317,883,552,183,42,11,4,0,2
2635057000,부산광역시,해운대구,반여제1동,14782,2896,2958,3483,4130,1031,228,42,11,2,1
2635058000,부산광역시,해운대구,반여제2동,6895,2984,1712,1146,800,185,59,8,1,0,0
2635059000,부산광역시,해운대구,반여제3동,4909,1892,1344,881,583,158,40,8,3,0,0
2635059500,부산광역시,해운대구,반여제4동,5587,803,1296,1453,1565,378,73,14,3,0,2
2635061000,부산광역시,해운대구,반송제1동,8528,3986,2029,1276,932,236,57,11,0,1,0
2635062000,부산광역시,해운대구,반송제2동,12545,5022,3058,2178,1735,439,90,17,4,0,2
2635065000,부산광역시,해운대구,재송제1동,11912,2603,2285,2805,3307,733,137,22,15,4,1
2635066000,부산광역시,해운대구,재송제2동,11970,3497,3002,2673,2177,492,102,22,3,2,0
2638000000,부산광역시,사하구,,135641,42702,31539,27686,25621,6284,1397,299,72,24,17
2638051000,부산광역시,사하구,괴정제1동,8569,2438,2176,1868,1567,399,92,16,7,3,3
2638052000,부산광역시,사하구,괴정제2동,6578,1974,1636,1383,1190,290,84,19,0,2,0
2638053000,부산광역시,사하구,괴정제3동,6106,2340,1539,1103,841,209,57,15,0,1,1
2638054000,부산광역시,사하구,괴정제4동,5906,1942,1509,1177,971,242,47,16,2,0,0
2638055000,부산광역시,사하구,당리동,11370,2798,2839,2480,2476,608,134,23,8,3,1
2638056100,부산광역시,사하구,하단제1동,9582,3313,2023,1869,1815,425,98,22,14,3,0
2638056200,부산광역시,사하구,하단제2동,11387,4305,2351,2097,2036,483,93,16,4,2,0
2638057100,부산광역시,사하구,신평제1동,7945,3253,1780,1434,1107,279,74,14,1,2,1
2638057200,부산광역시,사하구,신평제2동,5997,1605,1317,1320,1353,315,64,19,3,1,0
2638058000,부산광역시,사하구,장림제1동,5850,2201,1249,1125,1006,204,56,8,1,0,0
2638059000,부산광역시,사하구,장림제2동,10792,2774,2468,2436,2382,593,104,26,7,1,1
2638060100,부산광역시,사하구,다대제1동,17069,4906,3771,3563,3694,902,191,32,7,1,2
2638060200,부산광역시,사하구,다대제2동,12149,3577,2815,2521,2459,595,138,29,8,3,4
2638061000,부산광역시,사하구,구평동,3559,925,869,825,701,191,39,7,0,1,1
2638062000,부산광역시,사하구,감천제1동,8730,2431,2198,1896,1637,437,90,29,8,1,3
2638063000,부산광역시,사하구,감천제2동,4052,1920,999,589,386,112,36,8,2,0,0
2641000000,부산광역시,금정구,,102522,35952,23458,19559,17512,4524,1116,284,60,24,33
2641051000,부산광역시,금정구,서제1동,3915,1896,967,547,356,103,35,11,0,0,0
2641052000,부산광역시,금정구,서제2동,5499,2289,1353,934,690,189,36,4,2,2,0
2641053000,부산광역시,금정구,서제3동,5509,2200,1424,963,709,150,45,13,4,0,1
2641055000,부산광역시,금정구,금사동,4491,1832,1172,727,557,157,36,9,0,1,0
2641057000,부산광역시,금정구,부곡제1동,4683,1931,1205,797,568,123,45,11,2,1,0
2641058000,부산광역시,금정구,부곡제2동,7063,1972,1677,1521,1394,381,100,13,2,2,1
2641059000,부산광역시,금정구,부곡제3동,6672,1952,1484,1396,1348,376,86,18,7,0,5
2641059100,부산광역시,금정구,부곡제4동,6096,2069,1505,1255,982,215,51,17,2,0,0
2641060000,부산광역시,금정구,장전제1동,9214,4961,1450,1245,1195,278,73,8,2,2,0
2641061000,부산광역시,금정구,장전제2동,5609,1449,1213,1202,1332,314,60,20,7,1,11
2641062000,부산광역시,금정구,장전제3동,3492,1852,734,478,298,92,27,10,1,0,0
2641063500,부산광역시,금정구,선두구동,1310,661,311,152,126,44,11,3,1,1,0
2641066500,부산광역시,금정구,청룡노포동,4321,1370,1095,883,695,198,45,18,5,6,6
2641067000,부산광역시,금정구,남산동,13830,4803,3181,2710,2327,599,144,50,12,4,0
2641068000,부산광역시,금정구,구서제1동,7362,1715,1643,1731,1650,470,123,18,7,2,3
2641069000,부산광역시,금정구,구서제2동,12967,2831,2937,2930,3208,803,186,60,5,2,5
2641070000,부산광역시,금정구,금성동,489,169,107,88,77,32,13,1,1,0,1
2644000000,부산광역시,강서구,,44112,14785,9270,8748,8338,2257,521,129,38,16,10
2644051000,부산광역시,강서구,대저1동,3947,2126,838,476,334,119,39,7,3,2,3
2644052000,부산광역시,강서구,대저2동,3800,1601,868,576,492,180,49,18,9,4,3
2644053000,부산광역시,강서구,강동동,3024,1524,702,406,256,91,34,10,0,1,0
2644054000,부산광역시,강서구,명지동,17223,3158,3257,4359,4875,1246,245,56,19,6,2
2644055000,부산광역시,강서구,가락동,1400,708,353,179,100,43,10,6,1,0,0
2644056000,부산광역시,강서구,녹산동,12532,4517,2708,2490,2109,538,133,28,6,3,0
2644058000,부산광역시,강서구,가덕도동,2186,1151,544,262,172,40,11,4,0,0,2
2647000000,부산광역시,연제구,,84398,26902,19750,16968,15677,3911,913,188,60,18,11
2647061000,부산광역시,연제구,거제제1동,10761,2370,2215,2423,2894,675,138,28,14,1,3
2647062000,부산광역시,연제구,거제제2동,4774,1193,973,972,1226,315,77,12,5,1,0
2647063000,부산광역시,연제구,거제제3동,4674,1462,1243,918,760,221,55,11,3,1,0
2647064000,부산광역시,연제구,거제제4동,4385,986,1071,996,993,257,60,14,5,2,1
2647065000,부산광역시,연제구,연산제1동,6305,1655,1524,1371,1310,316,107,14,6,2,0
2647066000,부산광역시,연제구,연산제2동,5934,2322,1430,1078,829,210,50,12,2,0,1
2647067000,부산광역시,연제구,연산제3동,4682,1881,1231,832,558,134,37,8,0,1,0
2647068000,부산광역시,연제구,연산제4동,7821,3061,1935,1401,1043,275,72,25,8,1,0
2647069000,부산광역시,연제구,연산제5동,7641,4185,1622,1006,617,172,31,6,1,1,0
2647070000,부산광역시,연제구,연산제6동,7136,2834,1810,1261,894,259,58,14,4,2,0
2647072000,부산광역시,연제구,연산제8동,6196,1823,1383,1307,1275,336,61,10,1,0,0
2647073000,부산광역시,연제구,연산제9동,14089,3130,3313,3403,3278,741,167,34,11,6,6
2650000000,부산광역시,수영구,,77733,28312,18781,14947,11633,3073,743,178,44,10,12
2650066000,부산광역시,수영구,남천제1동,6440,2236,1543,1256,1039,259,79,16,6,2,4
2650067000,부산광역시,수영구,남천제2동,5290,1297,1286,1245,1103,268,72,14,3,0,2
2650073000,부산광역시,수영구,수영동,7484,3046,1894,1375,868,228,52,19,2,0,0
2650074000,부산광역시,수영구,망미제1동,10957,3334,2785,2325,1828,520,122,27,10,6,0
2650075000,부산광역시,수영구,망미제2동,5363,1620,1366,1162,929,214,54,15,3,0,0
2650076000,부산광역시,수영구,광안제1동,11838,4842,2684,2051,1685,442,92,33,7,1,1
2650077000,부산광역시,수영구,광안제2동,8106,3073,1894,1484,1198,357,76,17,7,0,0
2650078000,부산광역시,수영구,광안제3동,5483,2772,1244,794,506,122,39,6,0,0,0
2650079000,부산광역시,수영구,광안제4동,6027,2144,1527,1182,857,250,55,6,2,0,4
2650080000,부산광역시,수영구,민락동,10745,3948,2558,2073,1620,413,102,25,4,1,1
2653000000,부산광역시,사상구,,96403,32468,21738,19186,17482,4300,912,249,45,14,9
2653058000,부산광역시,사상구,삼락동,3364,1604,726,491,402,106,26,7,2,0,0
2653059100,부산광역시,사상구,모라제1동,11622,3350,2726,2540,2221,613,115,41,15,0,1
2653059300,부산광역시,사상구,모라제3동,6952,3366,1910,993,534,124,21,4,0,0,0
2653060000,부산광역시,사상구,덕포제1동,5344,2123,1200,965,784,215,46,10,0,0,1
2653061000,부산광역시,사상구,덕포제2동,5656,1638,1277,1238,1121,286,76,20,0,0,0
2653062000,부산광역시,사상구,괘법동,10465,4933,2101,1641,1361,325,78,21,3,1,1
2653064500,부산광역시,사상구,감전동,7203,3190,1662,1194,872,223,39,21,1,1,0
2653065000,부산광역시,사상구,주례제1동,6038,1742,1348,1239,1321,302,66,12,4,3,1
2653066000,부산광역시,사상구,주례제2동,10400,3622,2123,2091,1954,460,110,29,7,1,3
2653066100,부산광역시,사상구,주례제3동,5612,1474,1296,1256,1196,303,64,17,4,1,1
2653067000,부산광역시,사상구,학장동,12330,2957,2985,2910,2677,627,133,29,5,6,1
2653068000,부산광역시,사상구,엄궁동,11417,2469,2384,2628,3039,716,138,38,4,1,0
2671000000,부산광역시,기장군,,62810,19069,14330,12776,12312,3337,711,197,44,15,19
2671025000,부산광역시,기장군,기장읍,23541,8631,5439,4254,3878,1021,236,59,14,3,6
2671025300,부산광역시,기장군,장안읍,4419,2159,1004,599,427,160,43,16,3,2,6
2671025600,부산광역시,기장군,정관읍,26537,4915,5687,6580,7045,1856,337,87,18,8,4
2671031000,부산광역시,기장군,일광면,4419,1959,1127,640,470,140,54,18,6,2,3
2671033000,부산광역시,기장군,철마면,3894,1405,1073,703,492,160,41,17,3,0,0
2700000000,대구광역시,,,994220,315016,217125,199229,198903,50042,10749,2342,524,153,137
2711000000,대구광역시,중구,,37987,17571,8062,6019,4650,1256,340,63,13,6,7
2711051700,대구광역시,중구,동인동,5717,3179,1152,697,490,150,37,8,3,0,1
2711054500,대구광역시,중구,삼덕동,3604,2050,604,466,361,91,28,2,1,1,0
2711056500,대구광역시,중구,성내1동,2764,1762,462,277,196,51,12,2,1,0,1
2711057500,대구광역시,중구,성내2동,2722,1644,513,285,208,51,16,3,1,1,0
2711058500,대구광역시,중구,성내3동,2009,1161,408,227,154,44,12,3,0,0,0
2711059500,대구광역시,중구,대신동,2946,849,645,693,558,143,45,12,0,0,1
2711064000,대구광역시,중구,남산1동,2527,1197,532,404,314,65,13,1,1,0,0
2711065000,대구광역시,중구,남산2동,2319,1158,490,320,241,81,21,6,1,1,0
2711066000,대구광역시,중구,남산3동,3033,1126,639,645,471,111,29,8,1,1,2
2711067000,대구광역시,중구,남산4동,5277,1519,1392,1083,929,272,70,10,2,0,0
2711068000,대구광역시,중구,대봉1동,3496,1198,845,683,562,150,49,5,2,1,1
2711069000,대구광역시,중구,대봉2동,1573,728,380,239,166,47,8,3,0,1,1
2714000000,대구광역시,동구,,147154,50438,34820,28224,25091,6577,1564,324,80,16,20
2714051000,대구광역시,동구,신암1동,5409,2383,1314,842,640,181,41,7,1,0,0
2714052000,대구광역시,동구,신암2동,4920,1443,1155,1108,959,189,51,11,3,0,1
2714053000,대구광역시,동구,신암3동,3800,1657,901,601,470,125,34,7,5,0,0
2714054000,대구광역시,동구,신암4동,8394,3890,1938,1298,935,263,55,10,4,0,1
2714054100,대구광역시,동구,신암5동,3554,1321,928,634,499,132,30,7,2,1,0
2714055500,대구광역시,동구,신천1.2동,6103,2054,1495,1228,1001,254,51,17,2,1,0
2714057000,대구광역시,동구,신천3동,4886,1615,1075,945,938,233,61,16,2,1,0
2714058000,대구광역시,동구,신천4동,5018,2696,1055,660,470,99,24,11,2,1,0
2714059000,대구광역시,동구,효목1동,6900,2746,1736,1095,944,293,68,14,4,0,0
2714060000,대구광역시,동구,효목2동,7098,2586,1721,1382,1081,250,61,14,3,0,0
2714061500,대구광역시,동구,도평동,2107,773,556,338,313,100,22,5,0,0,0
2714062000,대구광역시,동구,불로.봉무동,9689,2506,2183,2079,2202,560,127,23,6,1,2
2714064000,대구광역시,동구,지저동,4823,1875,1135,928,642,168,60,13,2,0,0
2714065500,대구광역시,동구,동촌동,6782,2532,1615,1293,968,267,77,16,9,2,3
2714067000,대구광역시,동구,방촌동,7825,2109,2001,1672,1555,360,98,22,5,2,1
2714068500,대구광역시,동구,해안동,7147,2532,1753,1279,1119,344,96,17,3,2,2
2714072000,대구광역시,동구,안심1동,19111,6432,4582,3730,3302,836,194,25,7,2,1
2714073000,대구광역시,동구,안심2동,4619,1425,1197,936,785,215,41,16,2,1,1
2714074500,대구광역시,동구,안심3.4동,22615,5657,4854,5084,5299,1387,263,50,15,2,4
2714076000,대구광역시,동구,공산동,6354,2206,1626,1092,969,321,110,23,3,0,4
2717000000,대구광역시,서구,,88468,34201,20638,16258,13019,3356,767,175,39,10,5
2717051000,대구광역시,서구,내당1동,5039,1987,1159,933,709,183,52,13,0,3,0
2717052500,대구광역시,서구,내당2.3동,5163,2125,1242,914,674,148,45,13,2,0,0
2717054000,대구광역시,서구,내당4동,7676,2512,1880,1554,1299,328,79,18,4,1,1
2717055000,대구광역시,서구,비산1동,5136,2047,1242,892,710,193,36,15,1,0,0
2717056500,대구광역시,서구,비산2.3동,5405,2528,1267,851,557,151,37,11,2,0,1
2717058000,대구광역시,서구,비산4동,4724,1639,1151,917,776,191,41,7,2,0,0
2717059000,대구광역시,서구,비산5동,3442,1570,776,570,408,91,23,2,2,0,0
2717060000,대구광역시,서구,비산6동,3795,1389,918,745,571,137,26,7,1,0,1
2717061000,대구광역시,서구,비산7동,6146,2982,1320,940,684,169,44,7,0,0,0
2717062000,대구광역시,서구,평리1동,3946,1567,911,734,564,138,30,2,0,0,0
2717063000,대구광역시,서구,평리2동,3640,1165,840,796,621,164,44,7,2,1,0
2717064000,대구광역시,서구,평리3동,6033,2472,1383,1058,839,213,52,12,3,1,0
2717065000,대구광역시,서구,평리4동,8198,2906,1818,1624,1391,359,74,20,5,1,0
2717066000,대구광역시,서구,평리5동,3157,1218,759,566,434,146,22,7,5,0,0
2717066100,대구광역시,서구,평리6동,3687,1450,905,611,526,155,33,6,0,0,1
2717067500,대구광역시,서구,상중이동,8533,2519,1971,1778,1702,437,93,23,6,3,1
2717069500,대구광역시,서구,원대동,4748,2125,1096,775,554,153,36,5,4,0,0
2720000000,대구광역시,남구,,73979,32641,17155,12054,8831,2500,583,161,23,13,18
2720051500,대구광역시,남구,이천동,6288,2391,1500,1098,972,253,59,10,1,2,2
2720053000,대구광역시,남구,봉덕1동,4888,2498,1059,693,466,145,19,5,2,1,0
2720054000,대구광역시,남구,봉덕2동,5093,1855,1246,892,771,230,70,25,3,0,1
2720055000,대구광역시,남구,봉덕3동,7766,3224,1797,1296,1007,334,72,26,3,2,5
2720056000,대구광역시,남구,대명1동,5410,2089,1288,986,787,197,46,10,3,4,0
2720057100,대구광역시,남구,대명2동,6400,3358,1398,873,560,162,33,12,0,2,2
2720058600,대구광역시,남구,대명3동,6890,3304,1556,1066,712,199,42,8,3,0,0
2720059000,대구광역시,남구,대명4동,5544,2427,1293,920,659,180,42,16,3,1,3
2720060000,대구광역시,남구,대명5동,4165,2008,890,659,451,115,23,16,2,0,1
2720061000,대구광역시,남구,대명6동,4943,2171,1158,850,569,141,43,10,0,0,1
2720064000,대구광역시,남구,대명9동,7533,3381,1713,1247,847,262,67,11,2,0,3
2720065000,대구광역시,남구,대명10동,4587,1970,1105,768,556,147,36,4,1,0,0
2720066000,대구광역시,남구,대명11동,4472,1965,1152,706,474,135,31,8,0,1,0
2723000000,대구광역시,북구,,171181,50882,35890,35210,37570,9255,1870,373,83,21,27
2723051000,대구광역시,북구,고성동,2797,1218,641,482,336,84,28,2,4,1,1
2723052600,대구광역시,북구,칠성동,8851,2942,1857,1727,1756,460,86,16,4,3,0
2723055000,대구광역시,북구,침산1동,2150,826,507,413,294,82,21,5,1,0,1
2723056000,대구광역시,북구,침산2동,5700,1042,1093,1325,1670,442,98,24,1,4,1
2723057000,대구광역시,북구,침산3동,7411,1357,1568,1774,2021,532,123,31,4,1,0
2723061000,대구광역시,북구,산격1동,5478,2412,1493,864,521,142,32,8,3,1,2
2723062000,대구광역시,북구,산격2동,4689,1247,1087,974,1045,267,57,10,0,0,2
2723063000,대구광역시,북구,산격3동,4871,2698,906,654,460,118,28,4,3,0,0
2723063100,대구광역시,북구,산격4동,4307,1742,1042,717,592,162,42,8,1,0,1
2723064500,대구광역시,북구,대현동,8879,3589,1956,1584,1320,316,87,25,1,0,1
2723067100,대구광역시,북구,복현1동,3999,2338,692,509,345,88,21,3,3,0,0
2723067200,대구광역시,북구,복현2동,11497,2757,2338,2662,2881,695,134,18,8,1,3
2723068000,대구광역시,북구,검단동,3263,1011,858,669,553,125,33,11,1,0,2
2723069500,대구광역시,북구,무태조야동,11487,3323,2341,2395,2613,650,125,34,4,1,1
2723071500,대구광역시,북구,관문동,10038,2676,2348,2113,2199,544,128,21,4,1,4
2723072500,대구광역시,북구,태전1동,9491,2890,2020,2032,1958,456,108,20,4,0,3
2723073500,대구광역시,북구,태전2동,9369,2548,2139,2027,1962,548,121,16,4,3,1
2723074500,대구광역시,북구,구암동,13482,2472,2425,3199,4220,977,161,21,6,1,0
2723075000,대구광역시,북구,관음동,7653,2246,1702,1562,1630,414,83,11,5,0,0
2723077000,대구광역시,북구,읍내동,10587,2869,2213,2254,2437,646,127,31,9,0,1
2723078000,대구광역시,북구,동천동,10450,1888,1695,2416,3585,729,102,25,7,3,0
2723079000,대구광역시,북구,노원동,5083,2257,1162,813,626,174,38,10,1,0,2
2723080000,대구광역시,북구,국우동,9649,2534,1807,2045,2546,604,87,19,5,1,1
2726000000,대구광역시,수성구,,165392,42378,34683,35556,39513,10416,2167,504,114,37,24
2726051000,대구광역시,수성구,범어1동,6488,1457,1326,1390,1735,464,84,25,6,1,0
2726052000,대구광역시,수성구,범어2동,5841,1742,1212,1157,1326,312,65,19,4,2,2
2726053000,대구광역시,수성구,범어3동,5222,1233,918,1181,1436,362,76,9,7,0,0
2726054000,대구광역시,수성구,범어4동,5988,1018,975,1305,2018,536,97,30,3,5,1
2726055000,대구광역시,수성구,만촌1동,8794,1875,1878,1882,2306,637,165,34,10,3,4
2726056000,대구광역시,수성구,만촌2동,5286,1792,1135,983,995,314,53,10,3,0,1
2726056100,대구광역시,수성구,만촌3동,6731,1133,1159,1617,2168,532,96,22,2,1,1
2726057000,대구광역시,수성구,수성1가동,7212,1598,1600,1630,1743,508,92,31,9,1,0
2726058000,대구광역시,수성구,수성2.3가동,4788,1262,877,934,1260,359,77,13,5,1,0
2726059000,대구광역시,수성구,수성4가동,6052,1421,1375,1420,1348,362,88,28,6,3,1
2726060100,대구광역시,수성구,황금1동,7574,1086,1429,1726,2466,706,138,16,3,3,1
2726060200,대구광역시,수성구,황금2동,5779,2475,1262,947,789,232,59,12,2,1,0
2726061000,대구광역시,수성구,중동,6089,2769,1429,955,695,170,46,17,4,1,3
2726062000,대구광역시,수성구,상동,7771,2892,1731,1424,1239,352,97,29,4,3,0
2726063000,대구광역시,수성구,파동,6167,1855,1655,1311,997,264,70,9,3,0,3
2726064000,대구광역시,수성구,두산동,6364,2530,1248,1195,1037,273,63,12,2,3,1
2726065100,대구광역시,수성구,지산1동,10260,3468,2413,1965,1762,506,114,27,3,2,0
2726065200,대구광역시,수성구,지산2동,8379,2071,1989,1899,1839,451,98,22,6,2,2
2726066100,대구광역시,수성구,범물1동,5988,2177,1713,1077,775,193,43,9,0,1,0
2726066200,대구광역시,수성구,범물2동,5961,1141,1245,1478,1578,393,91,28,6,1,0
2726067000,대구광역시,수성구,고산1동,11192,1610,1960,2863,3631,914,169,37,8,0,0
2726068000,대구광역시,수성구,고산2동,9383,1702,1902,2213,2709,676,133,35,10,3,0
2726069000,대구광역시,수성구,고산3동,12083,2071,2252,3004,3661,900,153,30,8,0,4
2729000000,대구광역시,달서구,,225643,62204,47618,48318,52252,12107,2440,532,126,27,19
2729051500,대구광역시,달서구,성당동,10818,3754,2402,2036,1984,511,97,27,6,1,0
2729053500,대구광역시,달서구,두류1.2동,8580,4113,1936,1297,920,234,61,14,5,0,0
2729055000,대구광역시,달서구,두류3동,4396,1581,1078,813,666,193,50,11,3,0,1
2729055500,대구광역시,달서구,감삼동,11033,3080,2326,2455,2413,597,127,32,2,0,1
2729056300,대구광역시,달서구,죽전동,6972,2586,1572,1304,1156,277,66,6,3,1,1
2729056800,대구광역시,달서구,장기동,6560,1609,1379,1468,1623,398,58,15,7,2,1
2729057100,대구광역시,달서구,용산1동,12054,2673,2228,2713,3469,794,132,36,7,2,0
2729057200,대구광역시,달서구,용산2동,11148,2152,2098,2688,3401,673,116,15,5,0,0
2729057600,대구광역시,달서구,이곡1동,9052,2053,1635,2048,2610,577,103,20,6,0,0
2729057700,대구광역시,달서구,이곡2동,6633,1507,1410,1634,1658,343,66,9,5,0,1
2729058500,대구광역시,달서구,신당동,15979,6911,3247,2701,2401,581,97,33,5,2,1
2729059000,대구광역시,달서구,본리동,8850,2295,1763,2028,2146,469,120,22,6,0,1
2729060100,대구광역시,달서구,월성1동,13476,1312,1900,3295,5437,1242,220,52,9,6,3
2729060200,대구광역시,달서구,월성2동,8468,3233,2263,1490,1142,266,54,17,2,1,0
2729061500,대구광역시,달서구,진천동,23545,4451,4626,5826,6717,1499,336,72,11,4,3
2729062400,대구광역시,달서구,상인1동,13856,1790,2859,3499,4360,1087,213,31,14,3,0
2729062500,대구광역시,달서구,상인2동,8668,2770,1883,1807,1708,376,100,19,4,0,1
2729062600,대구광역시,달서구,상인3동,6261,2461,1742,1121,738,154,37,6,2,0,0
2729062800,대구광역시,달서구,도원동,13728,2060,3071,3407,4078,905,166,35,5,1,0
2729063000,대구광역시,달서구,송현1동,9787,3917,2344,1758,1343,322,69,20,10,1,3
2729064000,대구광역시,달서구,송현2동,9547,3721,2354,1738,1265,349,84,25,7,2,2
2729065000,대구광역시,달서구,본동,6232,2175,1502,1192,1017,260,68,15,2,1,0
2771000000,대구광역시,달성군,,84416,24701,18259,17590,17977,4575,1018,210,46,23,17
2771025000,대구광역시,달성군,화원읍,18096,4331,3957,4108,4265,1104,246,62,12,8,3
2771025300,대구광역시,달성군,논공읍,1690,789,446,242,131,53,23,5,0,1,0
2771025400,대구광역시,달성군,논공읍공단출장소,6586,2388,1199,1169,1382,365,65,13,3,2,0
2771025600,대구광역시,달성군,다사읍,15985,3053,3265,3847,4510,1029,225,39,10,4,3
2771025700,대구광역시,달성군,다사읍서재출장소,9774,2011,1966,2427,2614,598,128,23,5,0,2
2771031000,대구광역시,달성군,가창면,3638,1390,972,590,428,183,59,5,3,2,6
2771033000,대구광역시,달성군,하빈면,2070,964,534,276,187,71,29,7,2,0,0
2771034000,대구광역시,달성군,옥포면,7403,2556,1860,1401,1179,308,72,23,3,1,0
2771036000,대구광역시,달성군,현풍면,8008,3589,1693,1270,1083,288,68,14,0,2,1
2771037000,대구광역시,달성군,유가면,7885,2020,1625,1824,1848,470,79,9,6,2,2
2771038000,대구광역시,달성군,구지면,3281,1610,742,436,350,106,24,10,2,1,0
2800000000,인천광역시,,,1171399,373035,245352,234833,240600,60641,12827,2947,764,229,171
2811000000,인천광역시,중구,,52218,22901,10402,8119,7809,2282,536,109,31,14,15
2811052000,인천광역시,중구,연안동,3624,1767,801,490,403,123,27,10,3,0,0
2811053000,인천광역시,중구,신포동,2896,1501,568,409,288,98,23,5,2,1,1
2811054000,인천광역시,중구,신흥동,6304,2474,1335,1119,991,278,81,17,5,2,2
2811056000,인천광역시,중구,도원동,2133,864,526,376,269,68,22,5,1,1,1
2811057000,인천광역시,중구,율목동,2043,965,485,293,214,65,17,2,2,0,0
2811058500,인천광역시,중구,동인천동,3364,1889,658,388,296,90,30,10,2,1,0
2811060000,인천광역시,중구,북성동,1735,881,387,230,175,46,15,0,0,1,0
2811061000,인천광역시,중구,송월동,2309,899,592,394,297,93,27,5,2,0,0
2811062000,인천광역시,중구,영종동,14348,4862,2933,2769,2756,816,160,36,9,4,3
2811062800,인천광역시,중구,운서동,10675,5152,1459,1387,1966,557,122,17,4,4,7
2811063000,인천광역시,중구,용유동,2787,1647,658,264,154,48,12,2,1,0,1
2814000000,인천광역시,동구,,30081,10556,7070,5871,4832,1312,336,80,17,1,6
2814051000,인천광역시,동구,만석동,3266,1182,697,658,545,130,44,7,2,0,1
2814052500,인천광역시,동구,화수1.화평동,3067,1149,740,545,436,146,40,8,2,0,1
2814053000,인천광역시,동구,화수2동,3826,1341,981,738,573,152,32,6,2,0,1
2814055500,인천광역시,동구,송현1.2동,4485,1087,1087,1076,939,235,50,9,1,0,1
2814057000,인천광역시,동구,송현3동,2005,820,515,345,242,65,9,6,2,0,1
2814058000,인천광역시,동구,송림1동,1288,501,295,247,179,48,14,3,1,0,0
2814059000,인천광역시,동구,송림2동,1752,861,425,232,180,39,11,3,0,0,1
2814060500,인천광역시,동구,송림3.5동,3878,1338,901,757,636,171,53,19,2,1,0
2814061000,인천광역시,동구,송림4동,1840,586,352,386,394,93,23,6,0,0,0
2814063000,인천광역시,동구,송림6동,2978,931,662,609,553,171,45,5,2,0,0
2814064000,인천광역시,동구,금창동,1696,760,415,278,155,62,15,8,3,0,0
2817000000,인천광역시,남구,,178444,65348,40199,33586,29385,7618,1762,401,105,22,18
2817052000,인천광역시,남구,숭의2동,5735,2261,1362,1057,768,223,46,15,2,1,0
2817053500,인천광역시,남구,"숭의1,3동",5950,2685,1324,992,722,173,48,4,1,1,0
2817054000,인천광역시,남구,숭의4동,7228,2635,1823,1355,1034,291,76,13,1,0,0
2817055500,인천광역시,남구,"용현1,4동",9211,4604,1963,1316,920,297,91,13,6,0,1
2817056000,인천광역시,남구,용현2동,5597,1640,1344,1152,1097,291,57,12,2,2,0
2817057000,인천광역시,남구,용현3동,4156,1987,1021,604,408,98,32,3,3,0,0
2817059000,인천광역시,남구,용현5동,17456,4360,3522,3842,4320,1136,208,51,13,3,1
2817060000,인천광역시,남구,학익1동,13233,3778,2686,2729,3068,735,171,52,12,0,2
2817061000,인천광역시,남구,학익2동,8264,2346,1951,1738,1680,428,93,23,3,2,0
2817063000,인천광역시,남구,도화1동,9737,3598,2382,1839,1431,368,89,21,9,0,0
2817064500,인천광역시,남구,"도화2,3동",8972,3522,2105,1628,1304,303,83,17,5,0,5
2817066000,인천광역시,남구,주안1동,9471,4970,1912,1398,866,257,46,15,5,1,1
2817067000,인천광역시,남구,주안2동,10471,4142,2630,1853,1370,366,91,17,1,1,0
